Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Almas,170040,TO,Norte,BUTANTAN/SINOVAC,1281,663,618
Almeirim,150050,PA,Norte,FIOCRUZ/ASTRAZENECA,6290,4512,1778
Almeirim,150050,PA,Norte,BUTANTAN/SINOVAC,1596,882,714
Almenara,310170,MG,Sudeste,BUTANTAN/SINOVAC,8488,4383,4105
Almenara,310170,MG,Sudeste,FIOCRUZ/ASTRAZENECA,8223,7728,495
Almenara,310170,MG,Sudeste,PFIZER/BIONTECH,641,641,0
Almino Afonso,240060,RN,Nordeste,BUTANTAN/SINOVAC,1291,673,618
Almino Afonso,240060,RN,Nordeste,FIOCRUZ/ASTRAZENECA,998,941,57
Almino Afonso,240060,RN,Nordeste,PFIZER/BIONTECH,114,114,0
Almirante Tamandaré,410040,PR,Sul,FIOCRUZ/ASTRAZENECA,15965,15325,640
Almirante Tamandaré,410040,PR,Sul,BUTANTAN/SINOVAC,14349,7409,6940
Almirante Tamandaré,410040,PR,Sul,PFIZER/BIONTECH,2943,2941,2
Almirante Tamandaré Do Sul,430047,RS,Sul,BUTANTAN/SINOVAC,636,318,318
Almirante Tamandaré Do Sul,430047,RS,Sul,FIOCRUZ/ASTRAZENECA,587,505,82
Almirante Tamandaré Do Sul,430047,RS,Sul,PFIZER/BIONTECH,90,90,0
Aloândia,520050,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,833,781,52
Aloândia,520050,GO,Centro-Oeste,BUTANTAN/SINOVAC,595,300,295
Aloândia,520050,GO,Centro-Oeste,PFIZER/BIONTECH,6,6,0
Alpercata,310180,MG,Sudeste,BUTANTAN/SINOVAC,1698,867,831
Alpercata,310180,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1184,1085,99
Alpercata,310180,MG,Sudeste,PFIZER/BIONTECH,72,72,0
Alpestre,430050,RS,Sul,BUTANTAN/SINOVAC,1962,1034,928
Alpestre,430050,RS,Sul,FIOCRUZ/ASTRAZENECA,1904,1751,153
Alpestre,430050,RS,Sul,PFIZER/BIONTECH,251,248,3
Alpinópolis,310190,MG,Sudeste,BUTANTAN/SINOVAC,4016,2010,2006
Alpinópolis,310190,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3797,3566,231
Alpinópolis,310190,MG,Sudeste,PFIZER/BIONTECH,155,155,0
Alta Floresta,510025,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,8078,7322,756
Alta Floresta,510025,MT,Centro-Oeste,BUTANTAN/SINOVAC,6863,3549,3314
Alta Floresta,510025,MT,Centro-Oeste,PFIZER/BIONTECH,99,99,0
Alta Floresta D'Oeste,110001,RO,Norte,BUTANTAN/SINOVAC,4978,2649,2329
Alta Floresta D'Oeste,110001,RO,Norte,FIOCRUZ/ASTRAZENECA,3892,3632,260
Alta Floresta D'Oeste,110001,RO,Norte,PFIZER/BIONTECH,251,251,0
Altair,350090,SP,Sudeste,FIOCRUZ/ASTRAZENECA,975,879,96
Altair,350090,SP,Sudeste,BUTANTAN/SINOVAC,881,465,416
Altair,350090,SP,Sudeste,PFIZER/BIONTECH,36,36,0
Altamira,150060,PA,Norte,FIOCRUZ/ASTRAZENECA,20201,15180,5021
Altamira,150060,PA,Norte,BUTANTAN/SINOVAC,15354,7919,7435
Altamira Do Maranhão,210040,MA,Nordeste,FIOCRUZ/ASTRAZENECA,1446,1363,83
Altamira Do Maranhão,210040,MA,Nordeste,BUTANTAN/SINOVAC,1030,534,496
Altamira Do Paraná,410045,PR,Sul,FIOCRUZ/ASTRAZENECA,1297,1232,65
Altamira Do Paraná,410045,PR,Sul,BUTANTAN/SINOVAC,580,307,273
Altamira Do Paraná,410045,PR,Sul,PFIZER/BIONTECH,12,12,0
Altaneira,230060,CE,Nordeste,BUTANTAN/SINOVAC,1884,954,930
Altaneira,230060,CE,Nordeste,FIOCRUZ/ASTRAZENECA,1739,1570,169
Altaneira,230060,CE,Nordeste,PFIZER/BIONTECH,5,5,0
Alterosa,310200,MG,Sudeste,FIOCRUZ/ASTRAZENECA,4444,4184,260
Alterosa,310200,MG,Sudeste,BUTANTAN/SINOVAC,2946,1714,1232
Alterosa,310200,MG,Sudeste,PFIZER/BIONTECH,244,244,0
Altinho,260080,PE,Nordeste,FIOCRUZ/ASTRAZENECA,4869,4483,386
Altinho,260080,PE,Nordeste,BUTANTAN/SINOVAC,4481,2311,2170
Altinho,260080,PE,Nordeste,PFIZER/BIONTECH,130,128,2
Altinópolis,350100,SP,Sudeste,FIOCRUZ/ASTRAZENECA,4597,4160,437
Altinópolis,350100,SP,Sudeste,BUTANTAN/SINOVAC,4473,2175,2298
Altinópolis,350100,SP,Sudeste,PFIZER/BIONTECH,369,369,0
Alto Alegre,140005,RR,Norte,BUTANTAN/SINOVAC,7776,4424,3352
Alto Alegre,140005,RR,Norte,FIOCRUZ/ASTRAZENECA,1835,1831,4
Alto Alegre,350110,SP,Sudeste,BUTANTAN/SINOVAC,1344,704,640
Alto Alegre,350110,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1119,962,157
Alto Alegre,350110,SP,Sudeste,PFIZER/BIONTECH,70,70,0
Alto Alegre,430055,RS,Sul,BUTANTAN/SINOVAC,563,289,274
Alto Alegre,430055,RS,Sul,FIOCRUZ/ASTRAZENECA,433,376,57
Alto Alegre,430055,RS,Sul,PFIZER/BIONTECH,84,84,0
Alto Alegre Do Maranhão,210043,MA,Nordeste,FIOCRUZ/ASTRAZENECA,4949,4703,246
Alto Alegre Do Maranhão,210043,MA,Nordeste,BUTANTAN/SINOVAC,2837,1531,1306
Alto Alegre Do Pindaré,210047,MA,Nordeste,FIOCRUZ/ASTRAZENECA,6397,6069,328
Alto Alegre Do Pindaré,210047,MA,Nordeste,BUTANTAN/SINOVAC,5569,3116,2453
Alto Alegre Dos Parecis,110037,RO,Norte,BUTANTAN/SINOVAC,1829,978,851
Alto Alegre Dos Parecis,110037,RO,Norte,FIOCRUZ/ASTRAZENECA,1330,1273,57
Alto Alegre Dos Parecis,110037,RO,Norte,PFIZER/BIONTECH,31,31,0
Alto Araguaia,510030,MT,Centro-Oeste,BUTANTAN/SINOVAC,3215,1735,1480
Alto Araguaia,510030,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3140,2898,242
Alto Araguaia,510030,MT,Centro-Oeste,PFIZER/BIONTECH,24,24,0
Alto Bela Vista,420075,SC,Sul,BUTANTAN/SINOVAC,679,350,329
Alto Bela Vista,420075,SC,Sul,FIOCRUZ/ASTRAZENECA,622,543,79
Alto Bela Vista,420075,SC,Sul,PFIZER/BIONTECH,55,55,0
Alto Boa Vista,510035,MT,Centro-Oeste,BUTANTAN/SINOVAC,1926,1007,919
Alto Boa Vista,510035,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,728,665,63
Alto Boa Vista,510035,MT,Centro-Oeste,PFIZER/BIONTECH,48,48,0
Alto Caparaó,310205,MG,Sudeste,BUTANTAN/SINOVAC,1054,546,508
Alto Caparaó,310205,MG,Sudeste,FIOCRUZ/ASTRAZENECA,612,547,65
Alto Caparaó,310205,MG,Sudeste,PFIZER/BIONTECH,29,29,0
Alto Do Rodrigues,240070,RN,Nordeste,FIOCRUZ/ASTRAZENECA,2734,2605,129
Alto Do Rodrigues,240070,RN,Nordeste,BUTANTAN/SINOVAC,1822,1009,813
Alto Do Rodrigues,240070,RN,Nordeste,PFIZER/BIONTECH,384,384,0
Alto Feliz,430057,RS,Sul,FIOCRUZ/ASTRAZENECA,1301,1117,184
Alto Feliz,430057,RS,Sul,BUTANTAN/SINOVAC,1022,428,594
Alto Feliz,430057,RS,Sul,PFIZER/BIONTECH,50,50,0
Alto Garças,510040,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2369,2274,95
Alto Garças,510040,MT,Centro-Oeste,BUTANTAN/SINOVAC,2081,1058,1023
Alto Garças,510040,MT,Centro-Oeste,PFIZER/BIONTECH,133,133,0
Alto Horizonte,520055,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1563,1424,139
Alto Horizonte,520055,GO,Centro-Oeste,BUTANTAN/SINOVAC,919,505,414
Alto Jequitibá,315350,MG,Sudeste,BUTANTAN/SINOVAC,1875,975,900
Alto Jequitibá,315350,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1750,1675,75
Alto Longá,220030,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2723,2423,300
Alto Longá,220030,PI,Nordeste,BUTANTAN/SINOVAC,2632,1342,1290
Alto Longá,220030,PI,Nordeste,PFIZER/BIONTECH,201,201,0
Alto Paraguai,510050,MT,Centro-Oeste,BUTANTAN/SINOVAC,1525,797,728
Alto Paraguai,510050,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1394,1365,29
Alto Paraguai,510050,MT,Centro-Oeste,PFIZER/BIONTECH,8,8,0
Alto Paraíso,110040,RO,Norte,BUTANTAN/SINOVAC,2860,1508,1352
Alto Paraíso,110040,RO,Norte,FIOCRUZ/ASTRAZENECA,2403,2333,70
Alto Paraíso,110040,RO,Norte,PFIZER/BIONTECH,253,253,0
Alto Paraíso,412862,PR,Sul,FIOCRUZ/ASTRAZENECA,1210,1167,43
Alto Paraíso,412862,PR,Sul,BUTANTAN/SINOVAC,604,333,271
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1954,1851,103
Alto Paraíso De Goiás,520060,GO,Centro-Oeste,BUTANTAN/SINOVAC,1351,688,663
Alto Paraná,410060,PR,Sul,FIOCRUZ/ASTRAZENECA,3249,3073,176
Alto Paraná,410060,PR,Sul,BUTANTAN/SINOVAC,2648,1371,1277
Alto Parnaíba,210050,MA,Nordeste,FIOCRUZ/ASTRAZENECA,1939,1835,104
Alto Parnaíba,210050,MA,Nordeste,BUTANTAN/SINOVAC,1356,765,591
Alto Piquiri,410070,PR,Sul,BUTANTAN/SINOVAC,2255,1160,1095
Alto Piquiri,410070,PR,Sul,FIOCRUZ/ASTRAZENECA,2231,2062,169
Alto Piquiri,410070,PR,Sul,PFIZER/BIONTECH,80,80,0
Alto Rio Doce,310210,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3253,2809,444
Alto Rio Doce,310210,MG,Sudeste,BUTANTAN/SINOVAC,2866,1474,1392
Alto Rio Novo,320035,ES,Sudeste,BUTANTAN/SINOVAC,1870,1024,846
Alto Rio Novo,320035,ES,Sudeste,FIOCRUZ/ASTRAZENECA,1582,1512,70
Alto Rio Novo,320035,ES,Sudeste,PFIZER/BIONTECH,215,215,0
Alto Santo,230070,CE,Nordeste,BUTANTAN/SINOVAC,3018,1531,1487
Alto Santo,230070,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2012,1741,271
Alto Taquari,510060,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,1466,1375,91
Alto Taquari,510060,MT,Centro-Oeste,BUTANTAN/SINOVAC,1173,611,562
Alto Taquari,510060,MT,Centro-Oeste,PFIZER/BIONTECH,77,77,0
Altônia,410050,PR,Sul,FIOCRUZ/ASTRAZENECA,5471,5142,329
Altônia,410050,PR,Sul,BUTANTAN/SINOVAC,4985,2564,2421
Altônia,410050,PR,Sul,PFIZER/BIONTECH,604,604,0
Altos,220040,PI,Nordeste,FIOCRUZ/ASTRAZENECA,6554,5950,604
Altos,220040,PI,Nordeste,BUTANTAN/SINOVAC,5960,3387,2573
Alumínio,350115,SP,Sudeste,FIOCRUZ/ASTRAZENECA,3105,2873,232
Alumínio,350115,SP,Sudeste,BUTANTAN/SINOVAC,2827,1375,1452
Alumínio,350115,SP,Sudeste,PFIZER/BIONTECH,171,171,0
Alvarães,130002,AM,Norte,BUTANTAN/SINOVAC,2966,1515,1451
Alvarães,130002,AM,Norte,FIOCRUZ/ASTRAZENECA,2619,2056,563
Alvarenga,310220,MG,Sudeste,BUTANTAN/SINOVAC,1114,574,540
Alvarenga,310220,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1056,959,97
Alvarenga,310220,MG,Sudeste,PFIZER/BIONTECH,30,30,0
Álvares Florence,350120,SP,Sudeste,BUTANTAN/SINOVAC,1405,717,688
Álvares Florence,350120,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1180,1054,126
Álvares Florence,350120,SP,Sudeste,PFIZER/BIONTECH,63,63,0
Álvares Machado,350130,SP,Sudeste,BUTANTAN/SINOVAC,5878,3190,2688
Álvares Machado,350130,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5516,5127,389
Álvares Machado,350130,SP,Sudeste,PFIZER/BIONTECH,428,428,0
Álvaro De Carvalho,350140,SP,Sudeste,BUTANTAN/SINOVAC,1642,899,743
Álvaro De Carvalho,350140,SP,Sudeste,FIOCRUZ/ASTRAZENECA,850,794,56
Álvaro De Carvalho,350140,SP,Sudeste,PFIZER/BIONTECH,137,137,0
Alvinlândia,350150,SP,Sudeste,FIOCRUZ/ASTRAZENECA,804,730,74
Alvinlândia,350150,SP,Sudeste,BUTANTAN/SINOVAC,783,382,401
Alvinlândia,350150,SP,Sudeste,PFIZER/BIONTECH,40,40,0
Alvinópolis,310230,MG,Sudeste,BUTANTAN/SINOVAC,3850,1993,1857
Alvinópolis,310230,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3201,2937,264
Alvinópolis,310230,MG,Sudeste,PFIZER/BIONTECH,162,162,0
Alvorada,170070,TO,Norte,BUTANTAN/SINOVAC,1572,820,752
Alvorada,170070,TO,Norte,FIOCRUZ/ASTRAZENECA,1274,1200,74
Alvorada,430060,RS,Sul,FIOCRUZ/ASTRAZENECA,45878,43380,2498
Alvorada,430060,RS,Sul,BUTANTAN/SINOVAC,37583,19039,18544
Alvorada,430060,RS,Sul,PFIZER/BIONTECH,6701,6508,193
Alvorada D'Oeste,110034,RO,Norte,BUTANTAN/SINOVAC,2914,1619,1295
Alvorada D'Oeste,110034,RO,Norte,FIOCRUZ/ASTRAZENECA,2465,2378,87
Alvorada D'Oeste,110034,RO,Norte,PFIZER/BIONTECH,177,171,6
Alvorada De Minas,310240,MG,Sudeste,FIOCRUZ/ASTRAZENECA,733,663,70
Alvorada De Minas,310240,MG,Sudeste,BUTANTAN/SINOVAC,696,398,298
Alvorada De Minas,310240,MG,Sudeste,PFIZER/BIONTECH,36,36,0
Alvorada Do Gurguéia,220045,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1056,1004,52
Alvorada Do Gurguéia,220045,PI,Nordeste,BUTANTAN/SINOVAC,937,537,400
Alvorada Do Norte,520080,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2656,2413,243
Alvorada Do Norte,520080,GO,Centro-Oeste,BUTANTAN/SINOVAC,902,522,380
Alvorada Do Sul,410080,PR,Sul,FIOCRUZ/ASTRAZENECA,2770,2584,186
Alvorada Do Sul,410080,PR,Sul,BUTANTAN/SINOVAC,2512,1315,1197
Amajari,140002,RR,Norte,BUTANTAN/SINOVAC,6243,3415,2828
Amajari,140002,RR,Norte,FIOCRUZ/ASTRAZENECA,901,899,2
Amambai,500060,MS,Centro-Oeste,BUTANTAN/SINOVAC,20665,11201,9464
Amambai,500060,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,9490,8865,625
Amambai,500060,MS,Centro-Oeste,PFIZER/BIONTECH,798,798,0
Amapá,160010,AP,Norte,BUTANTAN/SINOVAC,1355,685,670
Amapá,160010,AP,Norte,FIOCRUZ/ASTRAZENECA,895,827,68
Amapá,160010,AP,Norte,PFIZER/BIONTECH,69,69,0
Amapá Do Maranhão,210055,MA,Nordeste,FIOCRUZ/ASTRAZENECA,1137,1059,78
Amapá Do Maranhão,210055,MA,Nordeste,BUTANTAN/SINOVAC,1017,511,506
Amaporã,410090,PR,Sul,FIOCRUZ/ASTRAZENECA,1459,1361,98
Amaporã,410090,PR,Sul,BUTANTAN/SINOVAC,920,502,418
Amaporã,410090,PR,Sul,PFIZER/BIONTECH,19,19,0
Amaraji,260090,PE,Nordeste,FIOCRUZ/ASTRAZENECA,2925,2754,171
Amaraji,260090,PE,Nordeste,BUTANTAN/SINOVAC,2488,1407,1081
Amaraji,260090,PE,Nordeste,PFIZER/BIONTECH,89,89,0
Amaral Ferrador,430063,RS,Sul,BUTANTAN/SINOVAC,1454,734,720
Amaral Ferrador,430063,RS,Sul,FIOCRUZ/ASTRAZENECA,777,746,31
Amaral Ferrador,430063,RS,Sul,PFIZER/BIONTECH,196,196,0
Amaralina,520082,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,890,855,35
Amaralina,520082,GO,Centro-Oeste,BUTANTAN/SINOVAC,609,338,271
Amarante,220050,PI,Nordeste,FIOCRUZ/ASTRAZENECA,4622,4023,599
Amarante,220050,PI,Nordeste,BUTANTAN/SINOVAC,4506,2174,2332
Amarante,220050,PI,Nordeste,PFIZER/BIONTECH,445,439,6
Amarante Do Maranhão,210060,MA,Nordeste,BUTANTAN/SINOVAC,6983,3837,3146
Amarante Do Maranhão,210060,MA,Nordeste,FIOCRUZ/ASTRAZENECA,5314,4998,316
Amargosa,290100,BA,Nordeste,BUTANTAN/SINOVAC,7473,3866,3607
Amargosa,290100,BA,Nordeste,FIOCRUZ/ASTRAZENECA,6483,5952,531
Amargosa,290100,BA,Nordeste,PFIZER/BIONTECH,675,673,2
Amaturá,130006,AM,Norte,BUTANTAN/SINOVAC,1895,1492,403
Amélia Rodrigues,290110,BA,Nordeste,FIOCRUZ/ASTRAZENECA,4885,4292,593
Amélia Rodrigues,290110,BA,Nordeste,BUTANTAN/SINOVAC,4093,2104,1989
Amélia Rodrigues,290110,BA,Nordeste,PFIZER/BIONTECH,844,839,5
América Dourada,290115,BA,Nordeste,FIOCRUZ/ASTRAZENECA,6685,6177,508
América Dourada,290115,BA,Nordeste,BUTANTAN/SINOVAC,2727,1431,1296
América Dourada,290115,BA,Nordeste,PFIZER/BIONTECH,119,119,0
Americana,350160,SP,Sudeste,FIOCRUZ/ASTRAZENECA,53062,48781,4281
Americana,350160,SP,Sudeste,BUTANTAN/SINOVAC,52066,29612,22454
Americana,350160,SP,Sudeste,PFIZER/BIONTECH,3643,3641,2
Americano Do Brasil,520085,GO,Centro-Oeste,BUTANTAN/SINOVAC,902,494,408
Americano Do Brasil,520085,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,745,697,48
Américo Brasiliense,350170,SP,Sudeste,BUTANTAN/SINOVAC,7657,4173,3484
Américo Brasiliense,350170,SP,Sudeste,FIOCRUZ/ASTRAZENECA,6069,5742,327
Américo Brasiliense,350170,SP,Sudeste,PFIZER/BIONTECH,770,769,1
Américo De Campos,350180,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1534,1366,168
Américo De Campos,350180,SP,Sudeste,BUTANTAN/SINOVAC,1517,815,702
Américo De Campos,350180,SP,Sudeste,PFIZER/BIONTECH,131,131,0
Ametista Do Sul,430064,RS,Sul,BUTANTAN/SINOVAC,1748,885,863
Ametista Do Sul,430064,RS,Sul,FIOCRUZ/ASTRAZENECA,1643,1532,111
Ametista Do Sul,430064,RS,Sul,PFIZER/BIONTECH,262,262,0
Amontada,230075,CE,Nordeste,BUTANTAN/SINOVAC,6091,3246,2845
Amontada,230075,CE,Nordeste,FIOCRUZ/ASTRAZENECA,2550,1719,831
Amontada,230075,CE,Nordeste,PFIZER/BIONTECH,2,0,2
Amorinópolis,520090,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,972,931,41
Amorinópolis,520090,GO,Centro-Oeste,BUTANTAN/SINOVAC,868,454,414
Amparo,250073,PB,Nordeste,BUTANTAN/SINOVAC,562,298,264
Amparo,250073,PB,Nordeste,FIOCRUZ/ASTRAZENECA,363,321,42
Amparo,250073,PB,Nordeste,PFIZER/BIONTECH,52,52,0
Amparo,350190,SP,Sudeste,FIOCRUZ/ASTRAZENECA,20443,18840,1603
Amparo,350190,SP,Sudeste,BUTANTAN/SINOVAC,18160,9601,8559
Amparo,350190,SP,Sudeste,PFIZER/BIONTECH,911,911,0
Amparo Da Serra,310250,MG,Sudeste,BUTANTAN/SINOVAC,1228,631,597
Amparo Da Serra,310250,MG,Sudeste,FIOCRUZ/ASTRAZENECA,803,734,69
Amparo De São Francisco,280010,SE,Nordeste,FIOCRUZ/ASTRAZENECA,703,672,31
Amparo De São Francisco,280010,SE,Nordeste,BUTANTAN/SINOVAC,649,365,284
Amparo De São Francisco,280010,SE,Nordeste,PFIZER/BIONTECH,43,43,0
Ampére,410100,PR,Sul,FIOCRUZ/ASTRAZENECA,4308,4171,137
Ampére,410100,PR,Sul,BUTANTAN/SINOVAC,3504,1816,1688
Ampére,410100,PR,Sul,PFIZER/BIONTECH,627,627,0
Anadia,270020,AL,Nordeste,FIOCRUZ/ASTRAZENECA,3546,3142,404
Anadia,270020,AL,Nordeste,BUTANTAN/SINOVAC,2862,1533,1329
Anagé,290120,BA,Nordeste,BUTANTAN/SINOVAC,4752,2374,2378
Anagé,290120,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3369,3128,241
Anahy,410105,PR,Sul,FIOCRUZ/ASTRAZENECA,1238,1187,51
Anahy,410105,PR,Sul,BUTANTAN/SINOVAC,753,394,359
Anahy,410105,PR,Sul,PFIZER/BIONTECH,9,9,0
Anajás,150070,PA,Norte,FIOCRUZ/ASTRAZENECA,2709,2502,207
Anajás,150070,PA,Norte,BUTANTAN/SINOVAC,1073,565,508
Anajatuba,210070,MA,Nordeste,FIOCRUZ/ASTRAZENECA,8152,7889,263
Anajatuba,210070,MA,Nordeste,BUTANTAN/SINOVAC,4324,2438,1886
Analândia,350200,SP,Sudeste,BUTANTAN/SINOVAC,1082,544,538
Analândia,350200,SP,Sudeste,FIOCRUZ/ASTRAZENECA,1062,996,66
Analândia,350200,SP,Sudeste,PFIZER/BIONTECH,98,98,0
Anamã,130008,AM,Norte,FIOCRUZ/ASTRAZENECA,2563,2298,265
Anamã,130008,AM,Norte,BUTANTAN/SINOVAC,1467,801,666
Ananás,170100,TO,Norte,BUTANTAN/SINOVAC,1903,988,915
Ananás,170100,TO,Norte,FIOCRUZ/ASTRAZENECA,1402,1323,79
Ananindeua,150080,PA,Norte,BUTANTAN/SINOVAC,87161,47731,39430
Ananindeua,150080,PA,Norte,FIOCRUZ/ASTRAZENECA,50817,50750,67
Ananindeua,150080,PA,Norte,PFIZER/BIONTECH,13978,13972,6
Anápolis,520110,GO,Centro-Oeste,BUTANTAN/SINOVAC,76436,41398,35038
Anápolis,520110,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,74641,69149,5492
Anápolis,520110,GO,Centro-Oeste,PFIZER/BIONTECH,20575,20549,26
Anapu,150085,PA,Norte,BUTANTAN/SINOVAC,3150,1607,1543
Anapu,150085,PA,Norte,FIOCRUZ/ASTRAZENECA,2538,2042,496
Anapurus,210080,MA,Nordeste,FIOCRUZ/ASTRAZENECA,2037,1876,161
Anapurus,210080,MA,Nordeste,BUTANTAN/SINOVAC,1816,997,819
Anastácio,500070,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,5669,5071,598
Anastácio,500070,MS,Centro-Oeste,BUTANTAN/SINOVAC,5204,2721,2483
Anastácio,500070,MS,Centro-Oeste,PFIZER/BIONTECH,857,857,0
Anaurilândia,500080,MS,Centro-Oeste,BUTANTAN/SINOVAC,2403,1289,1114
Anaurilândia,500080,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2343,2073,270
Anaurilândia,500080,MS,Centro-Oeste,PFIZER/BIONTECH,329,329,0
Anchieta,320040,ES,Sudeste,BUTANTAN/SINOVAC,8235,4356,3879
Anchieta,320040,ES,Sudeste,FIOCRUZ/ASTRAZENECA,6165,5870,295
Anchieta,320040,ES,Sudeste,PFIZER/BIONTECH,948,948,0
Anchieta,420080,SC,Sul,FIOCRUZ/ASTRAZENECA,1893,1732,161
Anchieta,420080,SC,Sul,BUTANTAN/SINOVAC,1568,870,698
Andaraí,290130,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2503,2271,232
Andaraí,290130,BA,Nordeste,BUTANTAN/SINOVAC,2011,1058,953
Andaraí,290130,BA,Nordeste,PFIZER/BIONTECH,162,162,0
Andirá,410110,PR,Sul,FIOCRUZ/ASTRAZENECA,5958,5705,253
Andirá,410110,PR,Sul,BUTANTAN/SINOVAC,5042,2628,2414
Andorinha,290135,BA,Nordeste,FIOCRUZ/ASTRAZENECA,3618,3162,456
Andorinha,290135,BA,Nordeste,BUTANTAN/SINOVAC,2606,1414,1192
Andorinha,290135,BA,Nordeste,PFIZER/BIONTECH,309,309,0
Andradas,310260,MG,Sudeste,BUTANTAN/SINOVAC,8625,4344,4281
Andradas,310260,MG,Sudeste,FIOCRUZ/ASTRAZENECA,8546,7811,735
Andradas,310260,MG,Sudeste,PFIZER/BIONTECH,740,740,0
Andradina,350210,SP,Sudeste,BUTANTAN/SINOVAC,15811,8048,7763
Andradina,350210,SP,Sudeste,FIOCRUZ/ASTRAZENECA,15325,14037,1288
Andradina,350210,SP,Sudeste,PFIZER/BIONTECH,1222,1222,0
André Da Rocha,430066,RS,Sul,FIOCRUZ/ASTRAZENECA,434,378,56
André Da Rocha,430066,RS,Sul,BUTANTAN/SINOVAC,391,227,164
André Da Rocha,430066,RS,Sul,PFIZER/BIONTECH,30,30,0
Andrelândia,310280,MG,Sudeste,BUTANTAN/SINOVAC,2845,1454,1391
Andrelândia,310280,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2763,2539,224
Andrelândia,310280,MG,Sudeste,PFIZER/BIONTECH,250,250,0
Angatuba,350220,SP,Sudeste,FIOCRUZ/ASTRAZENECA,8183,7513,670
Angatuba,350220,SP,Sudeste,BUTANTAN/SINOVAC,7152,3358,3794
Angatuba,350220,SP,Sudeste,PFIZER/BIONTECH,995,989,6
Angelândia,310285,MG,Sudeste,BUTANTAN/SINOVAC,1496,771,725
Angelândia,310285,MG,Sudeste,FIOCRUZ/ASTRAZENECA,1236,1129,107
Angelândia,310285,MG,Sudeste,PFIZER/BIONTECH,45,45,0
Angélica,500085,MS,Centro-Oeste,FIOCRUZ/ASTRAZENECA,2534,2117,417
Angélica,500085,MS,Centro-Oeste,BUTANTAN/SINOVAC,2295,1188,1107
Angélica,500085,MS,Centro-Oeste,PFIZER/BIONTECH,392,392,0
Angelim,260100,PE,Nordeste,FIOCRUZ/ASTRAZENECA,3421,3199,222
Angelim,260100,PE,Nordeste,BUTANTAN/SINOVAC,1991,1029,962
Angelim,260100,PE,Nordeste,PFIZER/BIONTECH,280,279,1
Angelina,420090,SC,Sul,FIOCRUZ/ASTRAZENECA,1301,1204,97
Angelina,420090,SC,Sul,BUTANTAN/SINOVAC,1169,587,582
Angical,290140,BA,Nordeste,BUTANTAN/SINOVAC,2966,1544,1422
Angical,290140,BA,Nordeste,FIOCRUZ/ASTRAZENECA,2209,2131,78
Angical,290140,BA,Nordeste,PFIZER/BIONTECH,17,17,0
Angical Do Piauí,220060,PI,Nordeste,BUTANTAN/SINOVAC,1425,749,676
Angical Do Piauí,220060,PI,Nordeste,FIOCRUZ/ASTRAZENECA,1363,1245,118
Angico,170105,TO,Norte,BUTANTAN/SINOVAC,643,344,299
Angico,170105,TO,Norte,FIOCRUZ/ASTRAZENECA,390,378,12
Angicos,240080,RN,Nordeste,BUTANTAN/SINOVAC,2295,1245,1050
Angicos,240080,RN,Nordeste,FIOCRUZ/ASTRAZENECA,2282,2156,126
Angicos,240080,RN,Nordeste,PFIZER/BIONTECH,91,91,0
Angra Dos Reis,330010,RJ,Sudeste,BUTANTAN/SINOVAC,36477,19125,17352
Angra Dos Reis,330010,RJ,Sudeste,FIOCRUZ/ASTRAZENECA,35176,31876,3300
Angra Dos Reis,330010,RJ,Sudeste,PFIZER/BIONTECH,1296,1295,1
